id,title,address,phone,district_id
308,Средняя общеобразовательная школа «Тегирмеч» ,,+996(773) 690 621 ,7
309,«Уч-Коргон» тех.лицей,,+996(777) 542 644 ,7
310,Средняя общеобразовательная школа имени Курбанова ,,+996(552) 771 661 ,7
311,Средняя общеобразовательная школа имени Токтогула,715203,+996(3655)32340 +996(777)880848 ,7
312,Средняя общеобразовательная школа им. Примова,,+996(777) 060 734 ,7
313,Средняя общеобразовательная школа «Ноогардан» ,,+996(770) 377 223 ,7
314,Средняя общеобразовательная школа «Ынтымак» ,,+996(773) 074 665 ,7
315,Средняя общеобразовательная школа «Достук» ,,+996(777) 751 812 ,7
316,Средняя общеобразовательная школа им. Кулбаева,,+996(555) 768 819 ,7
317,Неполная средняя школа  имени Х.Сабирова ,,+996(778) 080 515 ,7
318,Средняя общеобразовательная школа имени Н.Ирисова,,+996(778) 730 607 ,7
319,"Кадамжайский кыргызско-турецкий  лицей ""Семетей""","ул.Северная, 1",  ,7
320,Средняя общеобразовательная школа им. Боконбаева,,+996(773) 784 336 ,7
321,средняя общеобразовательная «Чонгара» ,,+996(773) 749 569 ,7
322,Средняя общеобразовательная школа имени Д.Сыдыкова ,,+996(777) 315 960 ,7
323,Средняя общеобразовательная школа имени А.Камбарова ,,+996(773) 132 578 ,7
324,Средняя общеобразовательная школа имени Таирова,,+996(772) 720 353 ,7
325,Средняя общеобразовательная школа имени М.Юсупова,"720218 ул. Пушкина,1","+996(3655)32211,+996(3655)32130 +996(552)269527 ",7
326,Средняя общеобразовательная школа имени  Т.Жолдошева,,+996(778) 082 473 ,8
327,Средняя общеобразовательная школа имени Б.Набиева,,+996(777) 826 399 ,8
328,Средняя общеобразовательная школа имени А.Бобохонова,,+996(556) 151 165 ,8
329,Средняя общеобразовательная школа имени В.И Ленина,,365645363,8
330,Средняя общеобразовательная школа имени Ш.Ташполотова  ,,+996(778) 264 736 ,8
331,Средняя общеобразовательная школа имени А.Момунова,,+996(770) 691 805 ,8
332,Начальная школа имени Г. Усенова,,3656660553,8
333,"Средняя общеобразовательная школа ""Достук""",,+996(773) 425 532 ,8
334,Средняя общеобразовательная школа имени З.М.Бабура,,+996(550) 872 210 ,8
335,"Средняя общеобразовательная школа ""Кайрагач""",,+996(554) 280 472 ,8
336,Школа гимназия №2,,+996(773) 656 471 ,8
337,Школа гимназия№3 ,,+996(552) 170 858 ,8
338,Средняя общеобразовательная школа 60 летия Кыргызстана,,+996(554) 405 047 ,8
339,"Средняя общеобразовательная школа ""40 летия Кыргызстана""",,+996(772) 483 009 ,8
340,Средняя общеобразовательная школа имени Хамзы,,+996(773) 897 121 ,8
341,"Средняя общеобразовательная школа ""Матмурадов""",,,8
342,"Средняя общеобразовательная школа ""Курулуш""",,+996(556) 949 458 ,8
343,"Средняя общеобразовательная школа ""Эгемендуулук""",,,8
344,"Средняя общеобразовательная школа ""Андарак""",,+996(770) 427 658 ,8
345,"Средняя общеобразовательная школа ""Андарак -2 """,,+996(550) 193 458 ,8
346,"Средняя общеобразовательная школа ""Н.Батыров""",,+996(773) 740 490 ,8
347,Средняя общеобразовательная школа Кара-булак,,+996(3656)32 2 94 ,8
348,"Средняя общеобразовательная школа ""Б.Эралиев""",,+996(773) 704 415 ,8
349,Средняя общеобразовательная школа Лейлек,,+996(777) 593 242 ,8
350,Средняя общеобразовательная школа Койташ,,+996(773) 178 539 ,8
351,Средняя общеобразовательная школа Козубаглан,,+996(773) 146 431 ,8
352,№5 гимназия,,+996(773) 843 144 ,8
353,"Средняя общеобразовательная школа ""Самат""",,+996(773) 458 389 ,8
354,"Средняя общеобразовательная школа ""Маданият""",,+996(773) 006 231 ,8
355,"Средняя общеобразовательная школа ""Булак-Башы""",,,8
356,Средняя общеобразовательная школа имени А.Шаматова,,,8
357,Средняя общеобразовательная школа имени М.Горький,,,8
358,Средняя общеобразовательная школа имени Б.Саттаркулова,,+996(773) 761 045 ,8
359,Средняя общеобразовательная школа Х.Боронбаева,,+996(773) 083 907 ,8
360,"Средняя общеобразовательная школа ""Сары-Добо""",,+996(773) 480 524 ,8
361,"Начальная школа ""Астидобут""  ",,,8
362,"Средняя общеобразовательная школа ""Эпкин""",,+996(778) 084 323 ,8
363,Средняя общеобразовательная школа  имени К.Сабырова,,+996(773) 436 728 ,8
364,"Средняя общеобразовательная школа ""Озгоруш""",,+996(778) 139 290 ,8
365,"Средняя общеобразовательная школа ""Катран""",,+996(773) 758 450 ,8
366,"Средняя общеобразовательная школа ""Жаны-Турмуш""",,+996(772) 439 492 ,8
367,"Средняя общеобразовательная школа"" Жаш-Тилек""",,+996(777) 116 390 ,8
368,"Средняя общеобразовательная школа ""Т.Жапаров""",,+996(777) 368 632 ,8
369,"Средняя общеобразовательная школа ""Амир Тимур""",,+996(770) 368 287 ,8
370,"Средняя общеобразовательная школа ""Токтогул""",,+996(773) 740 580 ,8
371,№1 гимназия,,+996(772) 681 403 ,8
372,Средняя общеобразовательная школа Исфана,,+996(770) 182 146 ,8
373,Средняя общеобразовательная школа Тайлан,,+996(3656) 50 6 45 ,8
374,"Средняя общеобразовательная школа ""А.Навои""",,+996(777) 290 320 ,8
